chap_id,para_num,sent_num,token_num,pos,term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity,bing_negative,bing_positive,bing_sentiment,syu_sentiment,gi_sentiment,labmt_happiness,labmt_z
1,0,0,0,DT,the,,,,,,,,,,,,,,,,,4.98,-1.364308211875641
1,0,0,1,NNPS,murders,,,,,,,,,,,,,,,-1.0,,,
1,0,0,2,NNP,in,,,,,,,,,,,,,,,,,5.5,-0.8850034249790308
1,0,0,3,NNP,the,,,,,,,,,,,,,,,,,4.98,-1.364308211875641
1,0,0,4,NNP,rue,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0,,
1,0,0,5,NNP,morgue,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.8,,,
1,1,0,0,WP,what,,,,,,,,,,,,,,,,,4.8,-1.5302214073398532
1,1,0,1,VBD,song,,,,,,,,,,,,,,,,,7.58,1.0322157226074125
1,1,0,2,DT,the,,,,,,,,,,,,,,,,,4.98,-1.364308211875641
1,1,0,3,NNP,syrens,,,,,,,,,,,,,,,,,,
1,1,0,4,NN,sang,,,,,,,,,,,,,,,,,6.52,0.0551713493181666
1,1,0,5,CC,or,,,,,,,,,,,,,,,,,4.98,-1.364308211875641
1,1,0,6,WP,what,,,,,,,,,,,,,,,,,4.8,-1.5302214073398532
1,1,0,7,NN,name,,,,,,,,,,,,,,,,,5.74,-0.6637858310267488
1,1,0,8,NNP,achilles,,,,,,,,,,,,,,,,,,
1,1,0,9,VBD,assumed,,,,,,,,,,,,,,,,,4.96,-1.3827430113716652
1,1,0,10,WRB,when,,,,,,,,,,,,,,,,,4.96,-1.3827430113716652
1,1,0,11,PRP,he,,,,,,,,,,,,,,,,,5.42,-0.9587426229631248
1,1,0,12,VBD,hid,,,,,,,,,,,,,,,,,4.82,-1.5117866078438291
1,1,0,13,PRP,himself,,,,,,,,,,,,,,,,,5.42,-0.9587426229631248
1,1,0,14,IN,among,,,,,,,,,,,,,,,,,5.66,-0.7375250290108428
1,1,0,15,JJ,women,,,,,,,,,,,,,,,,,7.12,0.6082153341988721
1,1,0,16,IN,although,,,,,,,,,,,,,,,,,4.58,-1.7330042017961114
1,1,0,17,VBG,puzzling,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,,,
1,1,0,18,NNS,questions,,,,,,,,,,,,,,,,,5.0,-1.345873412379618
1,1,0,19,VBP,are,,,,,,,,,,,,,,,,,5.16,-1.19839501641143
1,1,0,20,RB,not,,,,,,,,,,,,,,,,,3.86,-2.396656983652957
1,1,0,21,IN,beyond,,,,,,,,,,,,,,,,,5.5,-0.8850034249790308
1,1,0,22,NNS,all,,,,,,,,,,,,,,,,,6.22,-0.2213506431221854
1,1,0,23,VBP,conjecture,,,,,,,,,,,,,,,,,,
1,2,0,2,NN,sir,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.25,,5.26,-1.1062210189313129
1,2,0,3,NNP,thomas,,,,,,,,,,,,,,,,,4.92,-1.419612610363712
1,2,0,4,NNP,browne,,,,,,,,,,,,,,,,,,
1,3,0,0,DT,the,,,,,,,,,,,,,,,,,4.98,-1.364308211875641
1,3,0,1,JJ,mental,,,,,,,,,,,,,,,,,4.8,-1.5302214073398532
1,3,0,2,NNS,features,,,,,,,,,,,,,,,,,5.96,-0.4610030365704906
1,3,0,3,VBN,discoursed,,,,,,,,,,,,,,,,,,
1,3,0,4,IN,of,,,,,,,,,,,,,,,,,4.94,-1.4011778108676882
1,3,0,5,IN,as,,,,,,,,,,,,,,,,,5.22,-1.14309061792336
1,3,0,6,DT,the,,,,,,,,,,,,,,,,,4.98,-1.364308211875641
1,3,0,7,NN,analytical,,,,,,,,,,,,,,,,,,
1,3,0,8,NN,are,,,,,,,,,,,,,,,,,5.16,-1.19839501641143
1,3,0,9,IN,in,,,,,,,,,,,,,,,,,5.5,-0.8850034249790308
1,3,0,10,NN,themselves,,,,,,,,,,,,,,,,,5.02,-1.327438612883595
1,3,0,11,CC,but,,,,,,,,,,,,,,,,,4.24,-2.046395793228511
1,3,0,12,JJ,little,,,,,,,,,,,,,,,,,4.6,-1.7145694023000884
1,3,0,13,JJ,susceptible,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0,,
1,3,0,14,IN,of,,,,,,,,,,,,,,,,,4.94,-1.4011778108676882
1,3,0,15,NN,analysis,,,,,,,,,,,,,,,,,5.8,-0.6084814325386787
1,3,1,0,PRP,we,,,,,,,,,,,,,,,,,6.38,-0.0738722471539973
1,3,1,1,VBP,appreciate,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0,7.22,0.7003893316789891
1,3,1,2,PRP,them,,,,,,,,,,,,,,,,,4.92,-1.419612610363712
1,3,1,3,RB,only,,,,,,,,,,,,,,,,,4.92,-1.419612610363712
1,3,1,4,IN,in,,,,,,,,,,,,,,,,,5.5,-0.8850034249790308
1,3,1,5,PRP$,their,,,,,,,,,,,,,,,,,5.16,-1.19839501641143
1,3,1,6,NN,effects,,,,,,,,,,,,,,,,,5.5,-0.8850034249790308
1,3,2,0,PRP,we,,,,,,,,,,,,,,,,,6.38,-0.0738722471539973
1,3,2,1,VBP,know,,,,,,,,,,,,,,,,1.0,6.1,-0.3319594400983264
1,3,2,2,IN,of,,,,,,,,,,,,,,,,,4.94,-1.4011778108676882
