term_str,labmt_happiness,labmt_z
sense,6.3,-0.14761144513809132
software,6.3,-0.14761144513809132
suite,6.3,-0.14761144513809132
surplus,6.3,-0.14761144513809132
swing,6.3,-0.14761144513809132
visited,6.3,-0.14761144513809132
cheeks,6.29,-0.15682884488610294
observation,6.29,-0.15682884488610294
calcium,6.29,-0.15682884488610294
conceived,6.29,-0.15682884488610294
rum,6.29,-0.15682884488610294
amigo,6.28,-0.16604624463411444
babes,6.28,-0.16604624463411444
begin,6.28,-0.16604624463411444
breathe,6.28,-0.16604624463411444
bridegroom's,6.28,-0.16604624463411444
buy,6.28,-0.16604624463411444
community,6.28,-0.16604624463411444
cooler,6.28,-0.16604624463411444
country,6.28,-0.16604624463411444
disco,6.28,-0.16604624463411444
emerging,6.28,-0.16604624463411444
england,6.28,-0.16604624463411444
experts,6.28,-0.16604624463411444
fairly,6.28,-0.16604624463411444
fix,6.28,-0.16604624463411444
founded,6.28,-0.16604624463411444
globe,6.28,-0.16604624463411444
honorary,6.28,-0.16604624463411444
hoped,6.28,-0.16604624463411444
introduced,6.28,-0.16604624463411444
lead,6.28,-0.16604624463411444
listening,6.28,-0.16604624463411444
lots,6.28,-0.16604624463411444
market,6.28,-0.16604624463411444
monkey,6.28,-0.16604624463411444
olympic,6.28,-0.16604624463411444
pioneer,6.28,-0.16604624463411444
plaza,6.28,-0.16604624463411444
professionals,6.28,-0.16604624463411444
reflect,6.28,-0.16604624463411444
remembering,6.28,-0.16604624463411444
reputation,6.28,-0.16604624463411444
sentimental,6.28,-0.16604624463411444
skype,6.28,-0.16604624463411444
students,6.28,-0.16604624463411444
sweden,6.28,-0.16604624463411444
technological,6.28,-0.16604624463411444
themes,6.28,-0.16604624463411444
thinking,6.28,-0.16604624463411444
tips,6.28,-0.16604624463411444
vehicles,6.28,-0.16604624463411444
village,6.28,-0.16604624463411444
virginia,6.28,-0.16604624463411444
website,6.28,-0.16604624463411444
white,6.28,-0.16604624463411444
wines,6.28,-0.16604624463411444
reasonably,6.27,-0.17526364438212683
uptown,6.27,-0.17526364438212683
aims,6.27,-0.17526364438212683
observe,6.27,-0.17526364438212683
regards,6.27,-0.17526364438212683
allows,6.26,-0.18448104413013844
appropriate,6.26,-0.18448104413013844
australian,6.26,-0.18448104413013844
blackberry,6.26,-0.18448104413013844
breathing,6.26,-0.18448104413013844
camp,6.26,-0.18448104413013844
cars,6.26,-0.18448104413013844
considerable,6.26,-0.18448104413013844
costume,6.26,-0.18448104413013844
degree,6.26,-0.18448104413013844
develop,6.26,-0.18448104413013844
egypt,6.26,-0.18448104413013844
events,6.26,-0.18448104413013844
flag,6.26,-0.18448104413013844
gave,6.26,-0.18448104413013844
gods,6.26,-0.18448104413013844
gr8,6.26,-0.18448104413013844
hotels,6.26,-0.18448104413013844
human,6.26,-0.18448104413013844
indian,6.26,-0.18448104413013844
leap,6.26,-0.18448104413013844
lifetime,6.26,-0.18448104413013844
magnetic,6.26,-0.18448104413013844
mirror,6.26,-0.18448104413013844
mmmm,6.26,-0.18448104413013844
occasion,6.26,-0.18448104413013844
produce,6.26,-0.18448104413013844
prominent,6.26,-0.18448104413013844
promises,6.26,-0.18448104413013844
proved,6.26,-0.18448104413013844
raising,6.26,-0.18448104413013844
school,6.26,-0.18448104413013844
shirt,6.26,-0.18448104413013844
spark,6.26,-0.18448104413013844
surely,6.26,-0.18448104413013844
team,6.26,-0.18448104413013844
travelers,6.26,-0.18448104413013844
upcoming,6.26,-0.18448104413013844
us,6.26,-0.18448104413013844
valley,6.26,-0.18448104413013844
vintage,6.26,-0.18448104413013844
proteins,6.25,-0.19369844387814994
almighty,6.24,-0.20291584362616144
horizon,6.24,-0.20291584362616144
insight,6.24,-0.20291584362616144
ooooh,6.24,-0.20291584362616144
poetic,6.24,-0.20291584362616144
spirits,6.24,-0.20291584362616144
aboard,6.24,-0.20291584362616144
acknowledge,6.24,-0.20291584362616144
actors,6.24,-0.20291584362616144
advances,6.24,-0.20291584362616144
aid,6.24,-0.20291584362616144
answer,6.24,-0.20291584362616144
athletes,6.24,-0.20291584362616144
bowling,6.24,-0.20291584362616144
boy,6.24,-0.20291584362616144
built,6.24,-0.20291584362616144
choice,6.24,-0.20291584362616144
constitution,6.24,-0.20291584362616144
conversation,6.24,-0.20291584362616144
cowboy,6.24,-0.20291584362616144
day,6.24,-0.20291584362616144
deliver,6.24,-0.20291584362616144
developments,6.24,-0.20291584362616144
distinctive,6.24,-0.20291584362616144
dvds,6.24,-0.20291584362616144
edison,6.24,-0.20291584362616144
eighteen,6.24,-0.20291584362616144
enterprise,6.24,-0.20291584362616144
eyes,6.24,-0.20291584362616144
flying,6.24,-0.20291584362616144
grad,6.24,-0.20291584362616144
grammy,6.24,-0.20291584362616144
grill,6.24,-0.20291584362616144
halloween,6.24,-0.20291584362616144
holland,6.24,-0.20291584362616144
jelly,6.24,-0.20291584362616144
jingle,6.24,-0.20291584362616144
legitimate,6.24,-0.20291584362616144
making,6.24,-0.20291584362616144
more,6.24,-0.20291584362616144
options,6.24,-0.20291584362616144
possible,6.24,-0.20291584362616144
practical,6.24,-0.20291584362616144
proceeds,6.24,-0.20291584362616144
proposed,6.24,-0.20291584362616144
provides,6.24,-0.20291584362616144
queen,6.24,-0.20291584362616144
revolutionary,6.24,-0.20291584362616144
rises,6.24,-0.20291584362616144
samsung,6.24,-0.20291584362616144
self,6.24,-0.20291584362616144
show,6.24,-0.20291584362616144
sooner,6.24,-0.20291584362616144
speed,6.24,-0.20291584362616144
strategy,6.24,-0.20291584362616144
tale,6.24,-0.20291584362616144
tip,6.24,-0.20291584362616144
updating,6.24,-0.20291584362616144
vip,6.24,-0.20291584362616144
websites,6.24,-0.20291584362616144
worlds,6.24,-0.20291584362616144
writing,6.24,-0.20291584362616144
xbox,6.24,-0.20291584362616144
you,6.24,-0.20291584362616144
yours,6.24,-0.20291584362616144
yourself,6.24,-0.20291584362616144
collective,6.23,-0.21213324337417305
embrace,6.22,-0.22135064312218544
produces,6.22,-0.22135064312218544
meanings,6.22,-0.22135064312218544
accompanied,6.22,-0.22135064312218544
advice,6.22,-0.22135064312218544
all,6.22,-0.22135064312218544
answered,6.22,-0.22135064312218544
architectural,6.22,-0.22135064312218544
asia,6.22,-0.22135064312218544
authors,6.22,-0.22135064312218544
avid,6.22,-0.22135064312218544
batman,6.22,-0.22135064312218544
big,6.22,-0.22135064312218544
breast,6.22,-0.22135064312218544
bro,6.22,-0.22135064312218544
build,6.22,-0.22135064312218544
chef,6.22,-0.22135064312218544
clowns,6.22,-0.22135064312218544
contacts,6.22,-0.22135064312218544
contributions,6.22,-0.22135064312218544
cotton,6.22,-0.22135064312218544
cowboys,6.22,-0.22135064312218544
decent,6.22,-0.22135064312218544
designs,6.22,-0.22135064312218544
downloading,6.22,-0.22135064312218544
environment,6.22,-0.22135064312218544
evolution,6.22,-0.22135064312218544
farm,6.22,-0.22135064312218544
finishing,6.22,-0.22135064312218544
fit,6.22,-0.22135064312218544
foundations,6.22,-0.22135064312218544
full,6.22,-0.22135064312218544
guys,6.22,-0.22135064312218544
instrument,6.22,-0.22135064312218544
join,6.22,-0.22135064312218544
karma,6.22,-0.22135064312218544
knight,6.22,-0.22135064312218544
lives,6.22,-0.22135064312218544
logic,6.22,-0.22135064312218544
milk,6.22,-0.22135064312218544
most,6.22,-0.22135064312218544
neon,6.22,-0.22135064312218544
night,6.22,-0.22135064312218544
package,6.22,-0.22135064312218544
participation,6.22,-0.22135064312218544
penny,6.22,-0.22135064312218544
pregnant,6.22,-0.22135064312218544
properly,6.22,-0.22135064312218544
quest,6.22,-0.22135064312218544
restoration,6.22,-0.22135064312218544
seventeen,6.22,-0.22135064312218544
social,6.22,-0.22135064312218544
styles,6.22,-0.22135064312218544
supports,6.22,-0.22135064312218544
tech,6.22,-0.22135064312218544
thai,6.22,-0.22135064312218544
thoughts,6.22,-0.22135064312218544
today,6.22,-0.22135064312218544
transformation,6.22,-0.22135064312218544
treaty,6.22,-0.22135064312218544
tribute,6.22,-0.22135064312218544
aesthetic,6.21,-0.23056804287019694
upside,6.21,-0.23056804287019694
behold,6.2,-0.23978544261820856
dough,6.2,-0.23978544261820856
sands,6.2,-0.23978544261820856
3-bedroom,6.2,-0.23978544261820856
actor,6.2,-0.23978544261820856
agreements,6.2,-0.23978544261820856
arise,6.2,-0.23978544261820856
assured,6.2,-0.23978544261820856
bubble,6.2,-0.23978544261820856
cereal,6.2,-0.23978544261820856
definitely,6.2,-0.23978544261820856
dime,6.2,-0.23978544261820856
engage,6.2,-0.23978544261820856
erected,6.2,-0.23978544261820856
estate,6.2,-0.23978544261820856
ethical,6.2,-0.23978544261820856
everybody,6.2,-0.23978544261820856
faces,6.2,-0.23978544261820856
feeds,6.2,-0.23978544261820856
haircut,6.2,-0.23978544261820856
halo,6.2,-0.23978544261820856
jacket,6.2,-0.23978544261820856
joining,6.2,-0.23978544261820856
kingdom,6.2,-0.23978544261820856
lifted,6.2,-0.23978544261820856
listened,6.2,-0.23978544261820856
meat,6.2,-0.23978544261820856
menu,6.2,-0.23978544261820856
nurse,6.2,-0.23978544261820856
opening,6.2,-0.23978544261820856
pension,6.2,-0.23978544261820856
phd,6.2,-0.23978544261820856
phones,6.2,-0.23978544261820856
plans,6.2,-0.23978544261820856
premier,6.2,-0.23978544261820856
proposals,6.2,-0.23978544261820856
protein,6.2,-0.23978544261820856
providence,6.2,-0.23978544261820856
recommendations,6.2,-0.23978544261820856
sexual,6.2,-0.23978544261820856
soda,6.2,-0.23978544261820856
spain,6.2,-0.23978544261820856
stable,6.2,-0.23978544261820856
succession,6.2,-0.23978544261820856
supporters,6.2,-0.23978544261820856
taco,6.2,-0.23978544261820856
think,6.2,-0.23978544261820856
trading,6.2,-0.23978544261820856
upward,6.2,-0.23978544261820856
yields,6.2,-0.23978544261820856
sailor,6.19,-0.24900284236622006
dynamics,6.19,-0.24900284236622006
lyrical,6.19,-0.24900284236622006
copper,6.18,-0.25822024211423245
realise,6.18,-0.25822024211423245
righteous,6.18,-0.25822024211423245
transformed,6.18,-0.25822024211423245
venus,6.18,-0.25822024211423245
80s,6.18,-0.25822024211423245
advocates,6.18,-0.25822024211423245
aha,6.18,-0.25822024211423245
ate,6.18,-0.25822024211423245
atlantic,6.18,-0.25822024211423245
awareness,6.18,-0.25822024211423245
balance,6.18,-0.25822024211423245
blonde,6.18,-0.25822024211423245
burger,6.18,-0.25822024211423245
buyer,6.18,-0.25822024211423245
certificate,6.18,-0.25822024211423245
chances,6.18,-0.25822024211423245
chief,6.18,-0.25822024211423245
clearly,6.18,-0.25822024211423245
cultural,6.18,-0.25822024211423245
draws,6.18,-0.25822024211423245
driving,6.18,-0.25822024211423245
duck,6.18,-0.25822024211423245
eagle,6.18,-0.25822024211423245
emotions,6.18,-0.25822024211423245
established,6.18,-0.25822024211423245
experiments,6.18,-0.25822024211423245
expression,6.18,-0.25822024211423245
fishing,6.18,-0.25822024211423245
fri,6.18,-0.25822024211423245
fully,6.18,-0.25822024211423245
informed,6.18,-0.25822024211423245
initiated,6.18,-0.25822024211423245
italy,6.18,-0.25822024211423245
king,6.18,-0.25822024211423245
land,6.18,-0.25822024211423245
lion,6.18,-0.25822024211423245
miami,6.18,-0.25822024211423245
midnight,6.18,-0.25822024211423245
mineral,6.18,-0.25822024211423245
nomination,6.18,-0.25822024211423245
oak,6.18,-0.25822024211423245
occasions,6.18,-0.25822024211423245
philosophical,6.18,-0.25822024211423245
playlist,6.18,-0.25822024211423245
profound,6.18,-0.25822024211423245
provided,6.18,-0.25822024211423245
resolution,6.18,-0.25822024211423245
riding,6.18,-0.25822024211423245
safety,6.18,-0.25822024211423245
scientist,6.18,-0.25822024211423245
she,6.18,-0.25822024211423245
sight,6.18,-0.25822024211423245
spice,6.18,-0.25822024211423245
steady,6.18,-0.25822024211423245
survey,6.18,-0.25822024211423245
swiss,6.18,-0.25822024211423245
t-shirt,6.18,-0.25822024211423245
tiger,6.18,-0.25822024211423245
tomorrow,6.18,-0.25822024211423245
tourist,6.18,-0.25822024211423245
tournament,6.18,-0.25822024211423245
trade,6.18,-0.25822024211423245
trains,6.18,-0.25822024211423245
tune,6.18,-0.25822024211423245
victor,6.18,-0.25822024211423245
walking,6.18,-0.25822024211423245
wireless,6.18,-0.25822024211423245
www,6.18,-0.25822024211423245
yea,6.18,-0.25822024211423245
beds,6.17,-0.26743764186224395
preference,6.17,-0.26743764186224395
applying,6.16,-0.27665504161025556
crop,6.16,-0.27665504161025556
enable,6.16,-0.27665504161025556
interactions,6.16,-0.27665504161025556
narrative,6.16,-0.27665504161025556
railway,6.16,-0.27665504161025556
afford,6.16,-0.27665504161025556
allowing,6.16,-0.27665504161025556
automobile,6.16,-0.27665504161025556
bands,6.16,-0.27665504161025556
boys,6.16,-0.27665504161025556
cds,6.16,-0.27665504161025556
christ,6.16,-0.27665504161025556
dictionary,6.16,-0.27665504161025556
downloads,6.16,-0.27665504161025556
eagles,6.16,-0.27665504161025556
engaged,6.16,-0.27665504161025556
especially,6.16,-0.27665504161025556
fiction,6.16,-0.27665504161025556
grocery,6.16,-0.27665504161025556
hotel,6.16,-0.27665504161025556
houses,6.16,-0.27665504161025556
hubby,6.16,-0.27665504161025556
included,6.16,-0.27665504161025556
lemon,6.16,-0.27665504161025556
mellow,6.16,-0.27665504161025556
minds,6.16,-0.27665504161025556
my,6.16,-0.27665504161025556
own,6.16,-0.27665504161025556
pacific,6.16,-0.27665504161025556
people,6.16,-0.27665504161025556
planning,6.16,-0.27665504161025556
polish,6.16,-0.27665504161025556
premium,6.16,-0.27665504161025556
providing,6.16,-0.27665504161025556
readers,6.16,-0.27665504161025556
rocked,6.16,-0.27665504161025556
sausage,6.16,-0.27665504161025556
south,6.16,-0.27665504161025556
transportation,6.16,-0.27665504161025556
turkey,6.16,-0.27665504161025556
wed,6.16,-0.27665504161025556
wheels,6.16,-0.27665504161025556
woods,6.16,-0.27665504161025556
yacht,6.16,-0.27665504161025556
livin,6.15,-0.28587244135826706
believing,6.14,-0.29508984110627945
chemistry,6.14,-0.29508984110627945
continuous,6.14,-0.29508984110627945
persons,6.14,-0.29508984110627945
seed,6.14,-0.29508984110627945
sheep,6.14,-0.29508984110627945
successive,6.14,-0.29508984110627945
adult,6.14,-0.29508984110627945
amsterdam,6.14,-0.29508984110627945
arises,6.14,-0.29508984110627945
arrived,6.14,-0.29508984110627945
asleep,6.14,-0.29508984110627945
aviation,6.14,-0.29508984110627945
basketball,6.14,-0.29508984110627945
browser,6.14,-0.29508984110627945
cathedral,6.14,-0.29508984110627945
cd,6.14,-0.29508984110627945
cheek,6.14,-0.29508984110627945
combination,6.14,-0.29508984110627945
conscious,6.14,-0.29508984110627945
cricket,6.14,-0.29508984110627945
debut,6.14,-0.29508984110627945
dividends,6.14,-0.29508984110627945
drinking,6.14,-0.29508984110627945
elizabeth,6.14,-0.29508984110627945
eye,6.14,-0.29508984110627945
generate,6.14,-0.29508984110627945
granted,6.14,-0.29508984110627945
guests,6.14,-0.29508984110627945
huge,6.14,-0.29508984110627945
jumping,6.14,-0.29508984110627945
kindle,6.14,-0.29508984110627945
launches,6.14,-0.29508984110627945
mend,6.14,-0.29508984110627945
models,6.14,-0.29508984110627945
mutual,6.14,-0.29508984110627945
offered,6.14,-0.29508984110627945
places,6.14,-0.29508984110627945
plan,6.14,-0.29508984110627945
principles,6.14,-0.29508984110627945
recovering,6.14,-0.29508984110627945
respectively,6.14,-0.29508984110627945
restore,6.14,-0.29508984110627945
ride,6.14,-0.29508984110627945
rock,6.14,-0.29508984110627945
shirts,6.14,-0.29508984110627945
sony,6.14,-0.29508984110627945
strategies,6.14,-0.29508984110627945
strongly,6.14,-0.29508984110627945
temple,6.14,-0.29508984110627945
thousands,6.14,-0.29508984110627945
tonight,6.14,-0.29508984110627945
trail,6.14,-0.29508984110627945
twin,6.14,-0.29508984110627945
up,6.14,-0.29508984110627945
updates,6.14,-0.29508984110627945
vagina,6.14,-0.29508984110627945
yahoo,6.14,-0.29508984110627945
receives,6.13,-0.30430724085429095
exclusively,6.12,-0.31352464060230256
writings,6.12,-0.31352464060230256
destiny,6.12,-0.31352464060230256
outcomes,6.12,-0.31352464060230256
quicker,6.12,-0.31352464060230256
boulevard,6.12,-0.31352464060230256
chapels,6.12,-0.31352464060230256
consideration,6.12,-0.31352464060230256
digital,6.12,-0.31352464060230256
dish,6.12,-0.31352464060230256
eat-in,6.12,-0.31352464060230256
ensure,6.12,-0.31352464060230256
event,6.12,-0.31352464060230256
everyone,6.12,-0.31352464060230256
face,6.12,-0.31352464060230256
focus,6.12,-0.31352464060230256
funds,6.12,-0.31352464060230256
garlic,6.12,-0.31352464060230256
investing,6.12,-0.31352464060230256
keyboard,6.12,-0.31352464060230256
knows,6.12,-0.31352464060230256
leaf,6.12,-0.31352464060230256
males,6.12,-0.31352464060230256
maps,6.12,-0.31352464060230256
masters,6.12,-0.31352464060230256
networking,6.12,-0.31352464060230256
nursing,6.12,-0.31352464060230256
patiently,6.12,-0.31352464060230256
proceeded,6.12,-0.31352464060230256
proceeding,6.12,-0.31352464060230256
profession,6.12,-0.31352464060230256
robot,6.12,-0.31352464060230256
snowing,6.12,-0.31352464060230256
studied,6.12,-0.31352464060230256
study,6.12,-0.31352464060230256
theme,6.12,-0.31352464060230256
toward,6.12,-0.31352464060230256
traditional,6.12,-0.31352464060230256
treasurer,6.12,-0.31352464060230256
university's,6.12,-0.31352464060230256
v-day,6.12,-0.31352464060230256
very,6.12,-0.31352464060230256
voted,6.12,-0.31352464060230256
wii,6.12,-0.31352464060230256
waving,6.11,-0.32274204035031406
extending,6.1,-0.33195944009832645
readily,6.1,-0.33195944009832645
mirrors,6.1,-0.33195944009832645
nearer,6.1,-0.33195944009832645
nurses,6.1,-0.33195944009832645
preserved,6.1,-0.33195944009832645
senses,6.1,-0.33195944009832645
aah,6.1,-0.33195944009832645
acknowledged,6.1,-0.33195944009832645
beers,6.1,-0.33195944009832645
bentley,6.1,-0.33195944009832645
brazil,6.1,-0.33195944009832645
cattle,6.1,-0.33195944009832645
challenging,6.1,-0.33195944009832645
check,6.1,-0.33195944009832645
chili,6.1,-0.33195944009832645
citizens,6.1,-0.33195944009832645
collection,6.1,-0.33195944009832645
comprehend,6.1,-0.33195944009832645
customers,6.1,-0.33195944009832645
elected,6.1,-0.33195944009832645
electricity,6.1,-0.33195944009832645
enters,6.1,-0.33195944009832645
essence,6.1,-0.33195944009832645
fab,6.1,-0.33195944009832645
forthcoming,6.1,-0.33195944009832645
forward,6.1,-0.33195944009832645
guide,6.1,-0.33195944009832645
herself,6.1,-0.33195944009832645
increasingly,6.1,-0.33195944009832645
info,6.1,-0.33195944009832645
investments,6.1,-0.33195944009832645
justification,6.1,-0.33195944009832645
karaoke,6.1,-0.33195944009832645
keeping,6.1,-0.33195944009832645
know,6.1,-0.33195944009832645
launched,6.1,-0.33195944009832645
life's,6.1,-0.33195944009832645
madame,6.1,-0.33195944009832645
markets,6.1,-0.33195944009832645
moments,6.1,-0.33195944009832645
nike,6.1,-0.33195944009832645
november,6.1,-0.33195944009832645
open,6.1,-0.33195944009832645
oscar,6.1,-0.33195944009832645
owner,6.1,-0.33195944009832645
practically,6.1,-0.33195944009832645
precise,6.1,-0.33195944009832645
release,6.1,-0.33195944009832645
romans,6.1,-0.33195944009832645
security,6.1,-0.33195944009832645
shade,6.1,-0.33195944009832645
shoulders,6.1,-0.33195944009832645
soap,6.1,-0.33195944009832645
springfield,6.1,-0.33195944009832645
start,6.1,-0.33195944009832645
telecommunications,6.1,-0.33195944009832645
tomorrow's,6.1,-0.33195944009832645
trinity,6.1,-0.33195944009832645
western,6.1,-0.33195944009832645
window,6.1,-0.33195944009832645
woof,6.1,-0.33195944009832645
yay,6.1,-0.33195944009832645
roam,6.09,-0.34117683984633795
dawning,6.08,-0.35039423959434957
choir,6.08,-0.35039423959434957
crops,6.08,-0.35039423959434957
elvis,6.08,-0.35039423959434957
significance,6.08,-0.35039423959434957
throne,6.08,-0.35039423959434957
velocity,6.08,-0.35039423959434957
acquainted,6.08,-0.35039423959434957
ahead,6.08,-0.35039423959434957
alright,6.08,-0.35039423959434957
audiences,6.08,-0.35039423959434957
ball,6.08,-0.35039423959434957
belief,6.08,-0.35039423959434957
bff,6.08,-0.35039423959434957
boat,6.08,-0.35039423959434957
boots,6.08,-0.35039423959434957
california,6.08,-0.35039423959434957
centuries,6.08,-0.35039423959434957
cheaper,6.08,-0.35039423959434957
clue,6.08,-0.35039423959434957
coat,6.08,-0.35039423959434957
consensus,6.08,-0.35039423959434957
contact,6.08,-0.35039423959434957
deserved,6.08,-0.35039423959434957
drive,6.08,-0.35039423959434957
facebook,6.08,-0.35039423959434957
freelance,6.08,-0.35039423959434957
greek,6.08,-0.35039423959434957
grown,6.08,-0.35039423959434957
help,6.08,-0.35039423959434957
housing,6.08,-0.35039423959434957
instant,6.08,-0.35039423959434957
integrated,6.08,-0.35039423959434957
introduction,6.08,-0.35039423959434957
legit,6.08,-0.35039423959434957
ma,6.08,-0.35039423959434957
message,6.08,-0.35039423959434957
negotiate,6.08,-0.35039423959434957
neighbor,6.08,-0.35039423959434957
neighborhoods,6.08,-0.35039423959434957
numerous,6.08,-0.35039423959434957
our,6.08,-0.35039423959434957
oven,6.08,-0.35039423959434957
picked,6.08,-0.35039423959434957
reached,6.08,-0.35039423959434957
recognize,6.08,-0.35039423959434957
recognized,6.08,-0.35039423959434957
rider,6.08,-0.35039423959434957
shows,6.08,-0.35039423959434957
significantly,6.08,-0.35039423959434957
specialist,6.08,-0.35039423959434957
suggestions,6.08,-0.35039423959434957
superior,6.08,-0.35039423959434957
tempo,6.08,-0.35039423959434957
tourists,6.08,-0.35039423959434957
ups,6.08,-0.35039423959434957
validity,6.08,-0.35039423959434957
vehicle,6.08,-0.35039423959434957
votes,6.08,-0.35039423959434957
theories,6.06,-0.36882903909037346
associations,6.06,-0.36882903909037346
attachment,6.06,-0.36882903909037346
fluid,6.06,-0.36882903909037346
shells,6.06,-0.36882903909037346
1970s,6.06,-0.36882903909037346
adults,6.06,-0.36882903909037346
advocacy,6.06,-0.36882903909037346
bella,6.06,-0.36882903909037346
brazilian,6.06,-0.36882903909037346
bueno,6.06,-0.36882903909037346
certain,6.06,-0.36882903909037346
certainly,6.06,-0.36882903909037346
combinations,6.06,-0.36882903909037346
composed,6.06,-0.36882903909037346
composition,6.06,-0.36882903909037346
couch,6.06,-0.36882903909037346
created,6.06,-0.36882903909037346
creek,6.06,-0.36882903909037346
dimes,6.06,-0.36882903909037346
distinct,6.06,-0.36882903909037346
equal,6.06,-0.36882903909037346
facts,6.06,-0.36882903909037346
flight,6.06,-0.36882903909037346
gaze,6.06,-0.36882903909037346
goodman,6.06,-0.36882903909037346
harbor,6.06,-0.36882903909037346
hey,6.06,-0.36882903909037346
historian,6.06,-0.36882903909037346
host,6.06,-0.36882903909037346
icon,6.06,-0.36882903909037346
influences,6.06,-0.36882903909037346
instruments,6.06,-0.36882903909037346
landmark,6.06,-0.36882903909037346
large,6.06,-0.36882903909037346
latest,6.06,-0.36882903909037346
leads,6.06,-0.36882903909037346
legs,6.06,-0.36882903909037346
liverpool,6.06,-0.36882903909037346
magazines,6.06,-0.36882903909037346
membership,6.06,-0.36882903909037346
muscle,6.06,-0.36882903909037346
nation,6.06,-0.36882903909037346
outlets,6.06,-0.36882903909037346
overseas,6.06,-0.36882903909037346
peanut,6.06,-0.36882903909037346
personal,6.06,-0.36882903909037346
photoshop,6.06,-0.36882903909037346
preparation,6.06,-0.36882903909037346
quantities,6.06,-0.36882903909037346
racing,6.06,-0.36882903909037346
reflection,6.06,-0.36882903909037346
representation,6.06,-0.36882903909037346
respective,6.06,-0.36882903909037346
see,6.06,-0.36882903909037346
servings,6.06,-0.36882903909037346
shoes,6.06,-0.36882903909037346
slim,6.06,-0.36882903909037346
sports,6.06,-0.36882903909037346
starring,6.06,-0.36882903909037346
straight,6.06,-0.36882903909037346
talk,6.06,-0.36882903909037346
towns,6.06,-0.36882903909037346
updated,6.06,-0.36882903909037346
wood,6.06,-0.36882903909037346
solving,6.04,-0.38726383858639657
bridges,6.04,-0.38726383858639657
climbing,6.04,-0.38726383858639657
geographical,6.04,-0.38726383858639657
skirt,6.04,-0.38726383858639657
1960s,6.04,-0.38726383858639657
academy,6.04,-0.38726383858639657
accompanying,6.04,-0.38726383858639657
acquired,6.04,-0.38726383858639657
acting,6.04,-0.38726383858639657
alumni,6.04,-0.38726383858639657
america's,6.04,-0.38726383858639657
approaches,6.04,-0.38726383858639657
bass,6.04,-0.38726383858639657
beginning,6.04,-0.38726383858639657
bringing,6.04,-0.38726383858639657
campus,6.04,-0.38726383858639657
casino,6.04,-0.38726383858639657
choices,6.04,-0.38726383858639657
contributed,6.04,-0.38726383858639657
exact,6.04,-0.38726383858639657
expand,6.04,-0.38726383858639657
express,6.04,-0.38726383858639657
fave,6.04,-0.38726383858639657
feliz,6.04,-0.38726383858639657
folks,6.04,-0.38726383858639657
fund,6.04,-0.38726383858639657
furniture,6.04,-0.38726383858639657
groove,6.04,-0.38726383858639657
hair,6.04,-0.38726383858639657
hint,6.04,-0.38726383858639657
installed,6.04,-0.38726383858639657
interactive,6.04,-0.38726383858639657
kitchen,6.04,-0.38726383858639657
melbourne,6.04,-0.38726383858639657
mind,6.04,-0.38726383858639657
numbers,6.04,-0.38726383858639657
perspective,6.04,-0.38726383858639657
points,6.04,-0.38726383858639657
prevention,6.04,-0.38726383858639657
professor,6.04,-0.38726383858639657
prospective,6.04,-0.38726383858639657
prospects,6.04,-0.38726383858639657
purple,6.04,-0.38726383858639657
purpose,6.04,-0.38726383858639657
replied,6.04,-0.38726383858639657
sauce,6.04,-0.38726383858639657
signing,6.04,-0.38726383858639657
sofa,6.04,-0.38726383858639657
supplies,6.04,-0.38726383858639657
tops,6.04,-0.38726383858639657
transport,6.04,-0.38726383858639657
union,6.04,-0.38726383858639657
visible,6.04,-0.38726383858639657
vocal,6.04,-0.38726383858639657
washington,6.04,-0.38726383858639657
words,6.04,-0.38726383858639657
xp,6.04,-0.38726383858639657
carriage,6.02,-0.40569863808242046
beings,6.02,-0.40569863808242046
colored,6.02,-0.40569863808242046
considerations,6.02,-0.40569863808242046
nearest,6.02,-0.40569863808242046
porch,6.02,-0.40569863808242046
relate,6.02,-0.40569863808242046
seventeenth,6.02,-0.40569863808242046
vibe,6.02,-0.40569863808242046
1980's,6.02,-0.40569863808242046
acres,6.02,-0.40569863808242046
aircraft,6.02,-0.40569863808242046
amen,6.02,-0.40569863808242046
basket,6.02,-0.40569863808242046
blog,6.02,-0.40569863808242046
cards,6.02,-0.40569863808242046
celebrity,6.02,-0.40569863808242046
christians,6.02,-0.40569863808242046
concepts,6.02,-0.40569863808242046
content,6.02,-0.40569863808242046
creates,6.02,-0.40569863808242046
delivery,6.02,-0.40569863808242046
developing,6.02,-0.40569863808242046
doll,6.02,-0.40569863808242046
download,6.02,-0.40569863808242046
eggs,6.02,-0.40569863808242046
engineers,6.02,-0.40569863808242046
essential,6.02,-0.40569863808242046
fixed,6.02,-0.40569863808242046
float,6.02,-0.40569863808242046
fridge,6.02,-0.40569863808242046
fund-raising,6.02,-0.40569863808242046
inn,6.02,-0.40569863808242046
jam,6.02,-0.40569863808242046
japanese,6.02,-0.40569863808242046
male,6.02,-0.40569863808242046
monetary,6.02,-0.40569863808242046
native,6.02,-0.40569863808242046
newspapers,6.02,-0.40569863808242046
objectives,6.02,-0.40569863808242046
pregnancy,6.02,-0.40569863808242046
presence,6.02,-0.40569863808242046
production,6.02,-0.40569863808242046
programs,6.02,-0.40569863808242046
pub,6.02,-0.40569863808242046
quick,6.02,-0.40569863808242046
