term_str,0,1,2,3,4,5
sir,-0.04828039123428537,-0.007196480552254143,0.020773271493812348,0.023456332975761184,-0.3066437525596843,0.05099159680840617
seems,0.009137714762359158,0.0038721313035140746,-0.0117780024396867,-0.015432197131958168,-0.007095453873740014,0.03600078099655623
between,-0.0025874451288824232,-0.021352002376693966,0.0016728472996345091,0.01174204635687794,0.006832025495069499,0.019174040488126737
call,-1.3366693881898724e-05,-0.005884718437702382,0.004089555779170962,0.013081031724881812,-0.025420086836109027,0.01635981926699062
let,0.008362611659023023,0.020848724428428538,0.01589217276429449,0.015882888887024722,-0.0399859075797493,0.060692293668025574
saying,-0.0067156775097623024,-0.007107397816457577,0.00797013046665779,0.004324541660621129,-0.010943033228555546,0.036696257909299965
immediately,-0.025087844636231732,-0.012175615126972367,-6.091597405256234e-05,0.0056822301204087905,-0.0036899604451214327,0.01511726166476211
things,0.015707984005756306,0.010513832833225314,0.016874569223631192,-0.003983282316009388,0.0070931628744556685,0.040634498669052145
taking,0.0026162082114845066,-0.02683100099111914,0.010225100355603835,0.006698619065886339,-0.010334821883793302,0.02685658128930655
soul,0.021464549640358623,0.04565474861884781,0.01858237407967479,0.016283926403611867,0.03749035122321754,0.02813188929721066
state,-0.0036593721390050004,-0.024658615447145742,0.013502494862540676,0.0011685486778830131,0.011993416142559337,0.00981903235933409
certainly,-0.03458300165061183,-0.010184118431287949,-0.0022602185539761016,-0.0021056666995257333,-0.02456620781248346,0.01758261859707249
words,-0.007616114926085624,0.010237332270300322,0.014524455041776732,-0.00787345772540551,-0.005937905972349299,0.03704856642584017
seem,0.008572480635727799,0.0038667106818133677,-0.01435209158071876,-0.02977535750262134,-0.00550425077721995,0.02750906723401865
shall,-0.03183649464915508,0.025775879546014468,0.005921241465600132,-0.0088665687242612,-0.06594571067591759,0.03914255928136828
business,-0.0059546004525971455,-0.02364762848511945,-0.004426548391932031,-0.006771258079827646,-0.03594784679925461,0.017681268118524145
leave,-0.020847691019435968,0.0014219566978891187,0.011463269733515278,0.005557531245176961,-0.006773191538715727,0.026387897053400083
eyes,0.0048218502183529745,0.013678094013100682,0.005596462261961486,0.030053421829190567,0.02859390146912557,0.03607952592927995
five,0.0011887072543846715,-0.024469854252756405,0.005563327041785174,0.011646077158692349,0.0019801626765114924,0.02107075417422616
above,0.011745660939810335,-0.008693820539137328,0.002426885541617419,0.011649691138970757,0.025807271010794306,0.018332217376555326
both,-0.002964618921623317,-0.006039294872899353,-0.004899923452426824,0.007193890883887315,0.011033080276281474,0.03107199949556124
ten,0.0010935902228346422,-0.012979697017390414,0.0040069481816272495,0.00033386460925793177,-0.00041747314579903487,0.03308139954169122
few,-0.007940264350621588,-0.03414522191061784,0.006272426994703543,0.00858189212026309,0.025417110429947057,0.03214768663330041
mother,-0.0640103922346366,0.04604243487754679,0.0005323144486537576,0.012550075442749498,0.04817913589081474,-0.044383872423688464
received,-0.014213973374262695,-0.016821953011306342,0.0099707295213945,-0.006448188947128255,0.0027408736693158102,-0.0006029880780711351
beyond,-0.013028001643151911,-0.0018570195366823246,0.006476690722041946,-0.004285171461623086,0.012419757258645813,0.020336361861569036
nature,-0.003675100657770074,0.005327653589501258,0.00919515600983311,-0.04840249891648895,-0.02213597147278818,0.020614455874817854
thus,0.02656903035112819,0.0013039926950644046,0.025334179044572542,0.0034468485675519934,0.05315604576256696,0.050625557984841044
am,-0.08010132289158142,0.029672593205016855,0.00578147119321712,-0.03757796766735109,-0.12895326687819214,0.08202801271371335
idea,-0.019833690496405793,-0.018284916405639663,-0.0012517302120548753,-0.004789352450324088,0.0036204970690252455,0.02206922246819319
heart,-0.0093854363423438,0.025598991940948945,0.00916222106370405,0.010006578837332195,0.016422436714116966,0.022363400918893186
work,0.008318579476843084,-0.019885593825468912,0.01083403996778566,0.008210041060387198,0.000377470778785414,0.0385162471130581
till,-0.005394729638349025,0.0001198741491049008,0.0018726260563938044,0.028555257305773175,0.009996404588226697,0.025313066695982326
hours,-0.0031500165943616635,-0.024102292491632853,0.008453566132506701,0.030185753849722646,0.01965663694378202,0.002264470853133113
stand,0.014505999943174865,-0.002600203727103537,-0.00334239387610936,0.022447368610587284,-0.013256538746982294,0.031949266343996564
look,-0.0039875175942296216,-0.0063665692528157855,-0.0050967447770241215,0.03265630612311417,-0.02138555412203249,0.050752420970084505
company,-0.0017377656862627598,-0.016945236081159287,0.01733081133748452,0.004728501028919415,-0.003063896596991346,0.034000649349014346
head,0.023185470586311544,-0.03403365894592408,-0.036698978043759975,0.019529098677823795,0.004724846779323903,0.05564798306372974
want,-0.0229122209587782,-0.013901777316095642,0.007701648775748383,0.0016901904317831356,-0.04747269271396475,0.032553461462244145
towards,-0.01559543959839297,-0.021639645069960887,-0.014141556968376495,0.006175181539588295,0.006580536987815344,0.049661392880392986
suppose,-0.028295144732605918,-0.010287994407642725,-0.0014293986143010492,-0.0033557201573693194,-0.03144644095865954,0.037612682734946105
none,0.006684227269214276,0.012379298061467104,0.01679734009714589,-0.014591320970855174,-0.00029087673359055275,0.03878547647548207
evening,-0.029177434384841716,-0.01173229391409693,0.01101398663624695,0.017600834527245406,0.0054487667623086666,0.011999739951429302
think,-0.05921555192007355,-0.012689684067510995,0.0006283951866545289,-0.00230891063040713,-0.07773760110719367,0.0785064766637961
alone,-0.005105073784682145,-0.004593235481944101,-0.0007915764159616141,0.0006301358713045459,0.006560561051648881,0.020977259972733253
side,0.013695226110504912,-0.026471448192669087,-0.009624723870868391,0.02172737359938878,0.03465027226654683,0.04890388261536138
feeling,-0.013593639772433563,-0.0026714794520197984,0.011326989324564225,0.006951578602405754,0.007616537944141915,0.022181645620918636
view,0.006141914741472208,-0.0190624438676581,0.0006195037943019651,-0.016232626764654697,0.03154499255905735,0.027074862835408314
body,0.002115886706028237,-0.01791262549229797,-0.0388381936184032,0.008209095760806528,-0.006522831227792471,0.03986486216999052
object,-0.012836411347573184,-0.011735866992715274,-0.008703126343522053,0.0015439603145954218,0.018887345777769706,0.017812423561168706
truth,0.000950451624623373,0.006292789300812869,0.015478951795737437,-0.019373952250418797,-0.001941858748389843,0.030015010229514135
against,0.006938693818774867,-0.023737183720398763,0.00928518181388967,0.018090279565561678,0.01135250165735862,0.021775299523000197
take,-0.004208777387932722,-0.011723230512652314,0.004351816926140837,0.01034131213734247,-0.04144935976138624,0.049461174300033224
particular,-0.003967884784390845,-0.026725425036657716,-0.0013451474276579727,-0.0022979212647934915,-0.007071916570179789,0.016674073698479848
help,-0.010370612401149101,-0.0074408822046972255,0.004036096310713104,0.013888510765878081,-0.017757243616448936,0.02612408216520604
voice,-0.009023544687709245,0.001334617525978707,0.001865017903717347,0.02059473250290566,-0.0005462505787528437,0.03655056586462213
anything,-0.026524751190666027,-0.02968163655047951,0.0026520645650364213,0.009806280259867635,-0.022176912653639455,0.02929086224627912
spirits,-0.025996039433358095,-0.015480693354324712,0.006069245067113662,0.014583254909547268,0.021519102473758708,0.012414089960337093
having,-0.016202834107947213,-0.033701283803791296,0.014712547319016491,0.011379959097491479,0.004119607619638555,0.026005585719730936
hold,0.01679869573936926,-0.012367542094509533,-0.004598374087851117,0.03121588377741733,-0.0032410760824398066,0.022233040218764526
turn,0.003912049230912766,-0.011962317545499548,0.00998579076539963,0.008308830452006215,-0.00660087970403067,0.029857412039255425
father,-0.04833295192185896,0.0116721674402395,0.01210397679848669,-0.0026186964674013973,-0.009890470764266742,0.005767199062076735
part,0.0029134103796371537,-0.025947667011179638,-0.0017885672381265467,0.00029434274472376243,0.01533850885933353,0.023163966829161563
forward,-0.0011299244859894167,-0.026223194220402965,0.001294934930746415,0.033813554449921464,0.0015643194381774474,0.014087305473767896
whole,0.0018839938041123382,-0.018167175015761417,0.0008091398916930208,0.009672341728477406,0.012445635056869863,0.024120555917890866
thousand,0.009841839282369294,0.0020416667064939494,0.0073955168056080685,-0.008940244520026328,0.025534045596236586,0.03568193436076613
standing,0.014856754695662602,-0.022920413775063972,0.007410979043033019,0.030621877578358256,-0.0028749196351878074,0.023806378283758776
wish,-0.05621288279686351,-0.007632736619308488,-0.007280486144864251,-0.007852626651049981,-0.03379119229095764,0.018839921271676545
miss,-0.18830951766425488,-0.01842497183859332,-0.03220959387527822,0.019498478798588525,-0.08071833297049852,0.07050145250153034
life,0.006874214247402503,0.014362703549722765,-0.004500654287255921,-0.0029718637741713997,-0.0015294131181017108,0.022629727762007466
deep,0.020492759773362353,0.024595871754036856,0.0030105292596100276,0.020725997992447488,0.05653166140687479,0.03215990043964708
added,-0.01653705367321383,-0.011306824417126224,0.004571912099311558,0.0021757548662050155,-0.014395351023222891,0.03062983487809792
among,0.025226659904162344,-0.042148990513212845,0.021320795814608946,0.01150309039074905,0.04030680463554219,0.036801283506976035
found,-0.002252919464113782,-0.02038933839714012,0.00518801401626728,0.011059755065320856,0.01285236683107276,0.020910077227695036
world,0.0009327828272654504,0.009509378129907022,0.0008909060284507821,-0.00667572756212786,-0.00790611580792987,0.02769541852284726
feelings,-0.053434625424304966,-0.012315808525424169,-0.00316308094903422,0.006577858409879604,-0.003848411681692245,-0.00015167085426020423
behind,0.009959794862440183,-0.008114425099482578,0.005967530285560584,0.01075846253060452,0.02029003425581542,0.02466780136665207
happy,-0.051333375134172764,-0.0021983095259739496,-0.0013051438720860008,0.004417708299577255,-0.010535294867412778,0.028832217299688066
forth,0.017622650112656502,0.0161487249956691,0.016868931281490984,0.001074409436554373,0.050168619591969756,0.03179800939987461
nor,0.004407458427761418,-0.0010694026156006765,0.001234876600789865,-0.012868509018969061,0.023017568347847635,0.015981326831890418
character,-0.020664240681670464,-0.009539704920061641,0.007259629013475898,-0.01765032550945727,-0.010176192867477512,-0.00869132566462703
