book_id,chap_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
105,1,3.9432176656160245e-05,3.943217665616025e-05,0.13750344587130656,3.9432176656160245e-05,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05,0.01980590246356004,3.943217665616025e-05,3.9432176656160245e-05,0.003972290891380344,0.06757432958961868,0.4714729405357329,0.164357794335978,3.943217665616026e-05,3.9432176656160245e-05,3.943217665616025e-05,3.943217665616025e-05,3.9432176656160245e-05,3.943217665616025e-05,3.943217665616025e-05,0.04020557285718244,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05,0.029029560358124956,3.9432176656160245e-05,3.943217665616025e-05,3.9432176656160245e-05,3.943217665616025e-05,3.943217665616025e-05,0.06485576562077523,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05,3.943217665616025e-05
105,2,4.980079681276029e-05,4.9800796812760295e-05,0.09442572419081582,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.980079681276029e-05,4.9800796812760295e-05,0.0437863283720884,4.9800796812760295e-05,4.9800796812760295e-05,0.4607038590227014,4.9800796812760295e-05,0.15386835411886593,0.1524590360897576,4.9800796812760295e-05,4.980079681276029e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.980079681276029e-05,4.9800796812760295e-05,4.9800796812760295e-05,0.09306347111413694,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.980079681276029e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.980079681276029e-05,4.9800796812760295e-05,4.9800796812760295e-05,4.980079681276029e-05,4.9800796812760295e-05
105,3,3.23834196891266e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,0.1780014630328749,3.238341968912661e-05,0.175005956872269,0.015032557293792638,3.238341968912661e-05,3.238341968912661e-05,0.12592648740677487,3.238341968912661e-05,3.23834196891266e-05,3.238341968912661e-05,0.07431963642153823,0.09386933706771905,3.238341968912661e-05,3.238341968912661e-05,0.048926907585375726,3.238341968912661e-05,0.2308269535563895,3.238341968912661e-05,0.03927377471737857,3.23834196891266e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.238341968912661e-05,3.23834196891266e-05,3.238341968912661e-05,3.238341968912661e-05,0.01784542345521357,3.238341968912661e-05
105,4,5.668934240364023e-05,0.060279748455147775,0.12512755754401142,5.668934240364023e-05,5.668934240364024e-05,5.668934240364024e-05,5.668934240364023e-05,5.668934240364024e-05,0.023960615810530817,5.6689342403640244e-05,5.668934240364023e-05,0.32149866848580816,5.668934240364024e-05,0.19538916168772663,0.14682807684857999,5.668934240364024e-05,5.668934240364024e-05,5.668934240364024e-05,5.668934240364024e-05,5.668934240364023e-05,0.021700608730108952,5.668934240364024e-05,5.668934240364024e-05,5.668934240364024e-05,5.668934240364023e-05,5.668934240364024e-05,5.668934240364024e-05,5.668934240364024e-05,5.668934240364023e-05,5.668934240364023e-05,5.668934240364023e-05,5.668934240364024e-05,5.668934240364024e-05,0.10340150348116957,5.668934240364023e-05,5.668934240364024e-05,5.668934240364024e-05,5.668934240364023e-05,5.668934240364023e-05,5.668934240364024e-05
105,5,2.7870680044598754e-05,0.03248792084939318,0.03688166273228419,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,0.017433045070532102,2.7870680044598754e-05,2.7870680044598754e-05,0.18859782070450168,0.01988791540977612,0.09867820752073167,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,0.3733822220347338,2.787068004459876e-05,2.7870680044598754e-05,2.787068004459876e-05,2.787068004459876e-05,0.011023488709686306,2.7870680044598754e-05,2.787068004459876e-05,0.042686326962060456,2.787068004459876e-05,0.17810526960496256,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.787068004459876e-05,2.7870680044598754e-05,2.787068004459876e-05,2.787068004459876e-05
105,6,2.415458937198589e-05,0.009551269992324736,0.031083669031149796,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,0.02329885104909898,2.4154589371985893e-05,2.4154589371985893e-05,2.415458937198589e-05,0.24119339098215964,2.4154589371985893e-05,0.16879687742373795,0.0019078839316999138,2.4154589371985893e-05,2.4154589371985893e-05,0.24548469382885008,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,0.05151835459716066,2.415458937198589e-05,2.4154589371985893e-05,2.4154589371985893e-05,0.024665570914403287,2.4154589371985893e-05,0.12591734507365396,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,0.07588161008397346,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05,2.4154589371985893e-05
105,7,0.001263456588371966,2.530364372470173e-05,2.530364372470173e-05,2.5303643724701725e-05,2.530364372470173e-05,2.5303643724701725e-05,2.530364372470173e-05,2.530364372470173e-05,2.5303643724701725e-05,2.530364372470173e-05,2.530364372470173e-05,0.40738100517626785,2.530364372470173e-05,0.08411765600860563,2.530364372470173e-05,2.530364372470173e-05,2.5303643724701725e-05,0.3546948702051963,2.530364372470173e-05,2.5303643724701725e-05,2.530364372470173e-05,2.530364372470173e-05,2.5303643724701725e-05,2.530364372470173e-05,0.020773364279685232,2.530364372470173e-05,2.530364372470173e-05,0.015430741860822684,2.530364372470173e-05,2.530364372470173e-05,2.530364372470173e-05,2.530364372470173e-05,2.530364372470173e-05,0.10348776305296692,2.530364372470173e-05,2.530364372470173e-05,0.012041426228893034,2.530364372470173e-05,2.5303643724701725e-05,2.530364372470173e-05
105,8,2.5906735751301114e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301114e-05,0.23057848410303214,2.5906735751301117e-05,0.0019634794795652735,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,0.3359153576281711,0.12563587939486542,2.5906735751301114e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,3.0457526051798384e-05,2.5906735751301117e-05,0.12875738142199006,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301114e-05,2.5906735751301117e-05,2.5906735751301117e-05,0.13600728461744063,2.5906735751301117e-05,0.040282660284841905,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05,2.5906735751301117e-05
105,9,3.35120643431704e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,0.02156259821833956,3.3512064343170407e-05,3.35120643431704e-05,3.35120643431704e-05,0.2558881043401838,3.3512064343170407e-05,0.09294821710932145,0.0293690644645047,3.3512064343170407e-05,3.3512064343170407e-05,0.21588989748000792,3.3512064343170407e-05,3.35120643431704e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,0.0849321439798186,3.3512064343170407e-05,3.3512064343170407e-05,3.35120643431704e-05,3.3512064343170407e-05,3.3512064343170407e-05,0.27805413128498363,0.020283457063858878,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05,3.3512064343170407e-05
105,10,2.4295432458703285e-05,2.4295432458703288e-05,0.0429270692789709,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703285e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703285e-05,0.2842395256698288,2.4295432458703288e-05,2.4295432458703288e-05,0.020380854425188024,2.4295432458703288e-05,2.4295432458703288e-05,0.4367050615553878,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703285e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,0.06557193842499243,0.13204772087690228,2.4295432458703288e-05,0.017326080497592537,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05,2.4295432458703288e-05
