book_id,chap_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
105,1,5.2576235541607024e-05,5.257623554162318e-05,5.2576235541637965e-05,5.2576235541652466e-05,5.2576235541612696e-05,5.257623554163756e-05,5.2576235541644084e-05,5.25762355416182e-05,5.257623554154596e-05,5.257623554161799e-05,5.257623554160386e-05,5.25762355416235e-05,0.11813234521681741,0.7431244718023499,5.257623554161768e-05,5.257623554166467e-05,5.2576235541599245e-05,5.257623554162791e-05,5.257623554160558e-05,5.2576235541600045e-05,5.2576235541640574e-05,0.042765557261733284,0.03045588980300614,5.2576235541617324e-05,5.257623554161856e-05,5.2576235541626344e-05,5.2576235541621736e-05,0.06420733002755236,5.25762355416198e-05,5.257623554161667e-05
105,2,6.64010624170928e-05,6.640106241710068e-05,6.640106241713125e-05,6.640106241713943e-05,6.640106241708824e-05,0.02912566302808094,6.640106241708767e-05,0.03950831864508273,6.640106241702854e-05,6.64010624170911e-05,6.640106241711686e-05,0.10165241821624399,6.640106241711026e-05,0.695253633878846,6.64010624171201e-05,6.640106241713335e-05,6.640106241706546e-05,6.640106241712039e-05,6.640106241710031e-05,6.640106241710378e-05,6.64010624171213e-05,6.640106241711644e-05,0.07738254831104478,6.640106241713494e-05,6.64010624171265e-05,6.64010624171137e-05,6.640106241711102e-05,0.055483792422691254,6.640106241711549e-05,6.640106241711647e-05
105,3,4.3177892918894474e-05,4.317789291889115e-05,4.3177892918903554e-05,4.3177892918906915e-05,4.3177892918903744e-05,4.317789291891126e-05,0.026422167248317113,4.3177892918907986e-05,4.3177892918839186e-05,4.3177892918896486e-05,4.317789291889578e-05,0.14501606950237558,4.317789291890775e-05,0.2333251878064954,4.317789291888571e-05,4.317789291889693e-05,4.317789291887563e-05,0.12859793921160392,0.019892287904112516,4.3177892918869334e-05,4.317789291889262e-05,0.07096832882122209,0.11439215422091317,4.3177892918908575e-05,4.317789291889506e-05,0.07715354985953661,4.317789291889854e-05,0.1833255796741267,4.3177892918909226e-05,4.317789291890637e-05
105,4,7.558578987161453e-05,7.558578987165443e-05,0.03525358980356603,7.558578987165593e-05,7.55857898717176e-05,0.08425078610811819,7.558578987161088e-05,7.558578987165635e-05,7.55857898715204e-05,7.55857898717958e-05,7.558578987159581e-05,0.09227188505570882,7.558578987163011e-05,0.7169483031722736,0.03150482150607983,7.558578987165578e-05,7.55857898715972e-05,7.558578987164146e-05,7.558578987174725e-05,7.558578987159343e-05,0.03795655539733429,7.558578987162701e-05,7.558578987161305e-05,7.558578987163277e-05,7.558578987160796e-05,7.55857898716933e-05,7.558578987164253e-05,7.558578987164479e-05,7.558578987163373e-05,7.558578987160451e-05
105,5,3.7160906726171214e-05,3.716090672618974e-05,3.716090672619626e-05,3.7160906726195344e-05,3.716090672618762e-05,0.065225673531614,3.7160906726185884e-05,3.716090672619303e-05,3.716090672613246e-05,3.7160906726171356e-05,3.7160906726185234e-05,0.20888749871077633,0.021694322599889803,0.17068052528064348,3.7160906726184055e-05,3.7160906726207e-05,3.7160906726167094e-05,0.3402301548052751,3.716090672618608e-05,3.7160906726163855e-05,3.7160906726201266e-05,3.716090672619491e-05,0.003871455003338513,3.716090672617707e-05,3.716090672618708e-05,0.03979066148826378,3.716090672618169e-05,0.14880216863222281,3.7160906726188595e-05,3.716090672619138e-05
105,6,3.220611916268045e-05,3.220611916269446e-05,3.220611916269995e-05,0.02029217457845294,3.220611916269597e-05,3.220611916270031e-05,3.220611916269792e-05,0.03450147036876695,3.220611916265039e-05,3.2206119162698395e-05,3.220611916268051e-05,0.23415989671388768,3.22061191627041e-05,0.26989630975914564,0.04120398332061928,3.220611916269195e-05,3.220611916267758e-05,0.22366325573932763,3.2206119162708966e-05,3.2206119162690555e-05,3.220611916269319e-05,0.08069581649370865,3.2206119162679686e-05,3.220611916269441e-05,3.220611916269376e-05,0.035175686296916836,3.220611916270137e-05,0.05973507822675805,3.220611916269655e-05,3.2206119162701594e-05
105,7,3.373819163297444e-05,3.3738191632982155e-05,0.019020927658421557,3.373819163298456e-05,3.3738191632980495e-05,3.373819163298701e-05,3.373819163298795e-05,3.373819163298974e-05,3.3738191632938015e-05,3.37381916329818e-05,3.373819163298035e-05,0.42826533137616074,3.373819163298439e-05,3.3738191632991974e-05,0.2591124512641107,3.3738191632987874e-05,3.373819163296271e-05,0.2362425377766241,3.373819163298336e-05,3.373819163297153e-05,0.01777059658460805,3.373819163299127e-05,3.3738191632972655e-05,3.373819163297843e-05,3.37381916329808e-05,0.02264355200029082,3.3738191632985665e-05,3.3738191632994197e-05,3.373819163298542e-05,0.016168624932225397
105,8,3.4542314335093635e-05,3.454231433512363e-05,3.4542314335124284e-05,0.0254082952905778,3.454231433512012e-05,0.01949252025454247,3.4542314335124616e-05,0.012220551015981615,3.454231433507169e-05,3.4542314335122813e-05,3.454231433510215e-05,0.36427449544616375,0.05522512741584186,0.01670181308782699,0.06921303985689055,3.454231433512323e-05,3.45423143351052e-05,0.2759858757332698,0.11351355535925045,3.454231433509797e-05,3.454231433512104e-05,3.454231433511934e-05,3.4542314335123335e-05,3.4542314335113435e-05,3.454231433512127e-05,3.4542314335126425e-05,3.4542314335125124e-05,0.047273880252952254,3.454231433511917e-05,3.454231433511403e-05
105,9,4.4682752457613874e-05,4.4682752457632915e-05,4.4682752457639915e-05,4.468275245765643e-05,4.468275245763958e-05,0.08315000308137058,4.468275245763884e-05,0.009565312102842944,4.46827524575666e-05,4.468275245761629e-05,4.468275245760998e-05,0.25714954507223187,4.468275245764635e-05,0.09686757705011083,0.2906328213653693,4.4682752457625434e-05,4.468275245761496e-05,0.23042872398469133,4.4682752457631085e-05,4.468275245760067e-05,4.4682752457620216e-05,4.468275245764184e-05,4.468275245763646e-05,4.4682752457662785e-05,4.46827524576358e-05,4.468275245764548e-05,4.468275245764291e-05,0.031178314036857512,4.46827524576549e-05,4.468275245764103e-05
105,10,3.239390994497015e-05,3.23939099449807e-05,0.009553726657085405,3.239390994498966e-05,3.239390994498465e-05,3.2393909944992795e-05,3.239390994499648e-05,3.2393909944990105e-05,3.239390994493923e-05,3.239390994497975e-05,3.2393909944982265e-05,0.32300837055084497,3.239390994499005e-05,0.03293827244617738,0.07340459354868575,3.239390994499343e-05,3.239390994497856e-05,0.42643737396935605,3.2393909945004084e-05,3.2393909944982895e-05,0.022688874432215466,3.239390994499694e-05,3.239390994498501e-05,3.239390994499517e-05,3.2393909944977765e-05,3.239390994499235e-05,3.2393909944996813e-05,3.239390994499312e-05,0.11122372846690032,3.239390994498318e-05
