book_id,chap_id,0,1,2,3,4,5
105,1,-0.5034235455512907,-0.1068463201283377,-0.012029655331668275,0.1409676922744476,0.034921517754552316,0.16320290604835727
105,2,-0.5384308305767103,-0.11336720633163995,-0.02758979985218628,0.15918575491775683,-0.010649183691960128,0.15715111025054734
105,3,-0.34746371164544654,-0.174030657932584,0.05091335473654516,0.0943297522647223,-0.3171858631956659,0.3326225447101459
105,4,-0.5741815761599015,-0.13400680714159208,-0.039526768221091135,0.23385775996603492,0.19567817613387703,0.12893683931083702
105,5,-0.6131294425509619,-0.1811514570303633,-0.006361549929140724,0.19407995706311096,-0.0022684239475269986,0.3255252265208275
105,6,-0.6664485519119743,-0.19858096281042295,-0.03705441297143833,0.27014604067264114,0.07372276620189419,0.277383027268274
105,7,-0.5063453501882993,-0.18724391465996287,0.00530600454593784,0.2750597182138446,-0.009932227281354998,0.29536228633029454
105,8,-0.44091745490498807,-0.2860013561161203,0.022468522972637822,0.32514735804583356,-0.06788878763930636,0.2976552070480172
105,9,-0.46689605788966276,-0.2801898092592211,0.011770898978948615,0.35167871338242696,-0.036121759540002435,0.2324804592841691
105,10,-0.6083778585189745,-0.21607811090434237,-0.014573716160835694,0.3335169676346862,0.12364363617642254,0.29920774265422606
105,11,-0.27945952891616277,-0.30653282572387924,0.032346387147258404,0.3462589435948615,0.005767373629845422,0.147954523050551
105,12,-0.5224411471674357,-0.2714465685075454,0.0028015195082105367,0.39322611720533474,0.008249190029346369,0.30204461060987736
105,13,-0.6139751479837967,-0.1813056337047915,-0.00379683679171089,0.25975224783478984,0.1025104317110224,0.2606047969452362
105,14,-0.5288001176321737,-0.19995623161080706,-0.004469200267557002,0.24811667295269058,-0.03841022757356252,0.22188742442509418
105,15,-0.553578454508462,-0.16975235697695384,-0.0011444115738137558,0.16256969338097702,-0.06286919672576269,0.29458132532997644
105,16,-0.6537299646127819,-0.1343423019083375,-0.04728564405979116,0.14523925043217048,0.005283227613634379,0.2133063903739516
105,17,-0.7394679447862099,-0.13808488065262084,-0.0640267718533233,0.2264510127264771,0.11517826192678118,0.1999369502939623
105,18,-0.5667876908189315,-0.2365128451370277,0.0009524146795889853,0.29177585284401014,-0.12438213923968015,0.3255278923990525
105,19,-0.6475721762277512,-0.18312177331859145,-0.056845432038507,0.3060009933664193,0.06838838163109935,0.18028023471029703
105,20,-0.6405448476467255,-0.1898680315529919,-0.038375926279557,0.31403944665004535,0.0916375495868925,0.2533299892028012
105,21,-0.6525211556295637,-0.1626284669577876,-0.028130853316128593,0.11261214330051983,-0.18044802510334557,0.3405010409376666
105,22,-0.7185249823010321,-0.18683136300878828,-0.034290394597818276,0.2924856641507451,0.02252715375897164,0.30307826230836377
105,23,-0.5304366035361142,-0.24630293505267273,0.016460724159284602,0.31425680524749044,-0.04200299420949695,0.3550224486204697
105,24,-0.5768982920763538,-0.18435717556770392,-0.03799772209628443,0.2824888520913633,0.03541462936882771,0.09543244009007192
121,1,-0.6042857787615825,-0.06712344146894246,-0.05522925996882484,0.23222444329112263,0.28008177331236667,0.10832211284555988
121,2,-0.6310274882058948,-0.1392316746765444,-0.03389702048924245,0.22761724287123578,0.13765686374866407,0.22172219439851124
121,3,-0.4615204942507933,-0.13737368462010208,0.01455308047113938,0.09307824965246643,-0.25752806329511535,0.3685064627943136
121,4,-0.5618742662183343,-0.1220529072948131,-0.03687960892164666,0.1487957651419576,0.04247500115744687,0.21651334251548698
121,5,-0.49021737051947856,-0.12503553144286575,-0.019556003189724933,0.14196948385819358,0.07588486510329678,0.223276422122528
121,6,-0.32285881334625566,-0.10263834029265581,0.05064610192646976,0.11307857564927402,-0.1967873642959246,0.4129846215035902
121,7,-0.5050933826155578,-0.1346803736594319,0.009192939084377032,0.15888218886254815,-0.06453732184549267,0.38440599501890055
121,8,-0.6968083268239545,-0.12940078431105373,-0.04527233206900952,0.20771424195374982,-0.042166201222450975,0.2905141121079378
121,9,-0.6673647099163416,-0.13472934818580617,-0.03520069774300105,0.23714740066410414,0.06297307477002502,0.3517631633357503
121,10,-0.6185132123763093,-0.1514453155961234,-0.007667093614723092,0.20236507082445643,-0.0035944473361065373,0.3805500246251282
121,11,-0.5661154592903929,-0.15030071993583094,-0.017010288655044142,0.21451084667607653,-0.045611293618750506,0.4008839318667038
121,12,-0.655926590913923,-0.13481495864843643,-0.0465608016862346,0.24753880486401245,0.11256276351779655,0.28062426840269017
121,13,-0.7047624618577827,-0.12983166812361813,-0.05236231492128747,0.27266854220980663,0.08395028240886718,0.2800565961288629
121,14,-0.5179524880844775,-0.14617742044822407,0.006934097364652418,0.14299666407416384,-0.03840433263381535,0.3581107890404807
121,15,-0.5904317661425357,-0.09530802667038117,-0.0049129146608983786,0.1755873587460315,-0.018638496379213484,0.33632126659672285
121,16,-0.5811820358429695,-0.12556379955435368,-0.005515878020817397,0.17590683336531301,-0.0755227489290141,0.3261569024873073
121,17,-0.5443028326283229,-0.10610439487001365,-0.025179995792878634,0.16800026606119062,0.13466774168287007,0.20166663543015767
121,18,-0.5021316713880125,-0.12264007865152661,-0.0012213204545895213,0.18436076945612923,-0.03360701352792138,0.331251475881392
121,19,-0.5314559914751501,-0.10397451430568451,-0.026943635344279817,0.22711034507492556,0.014378296685268153,0.2132559605415689
121,20,-0.5718169699937632,-0.13645304376137443,-0.023906809402659136,0.2681657066883873,0.18178479167435554,0.2911183586760266
121,21,-0.5668330202439411,-0.10956079396726964,-0.04942577488874171,0.3218168983187397,0.2996052697837473,0.22535908602470234
121,22,-0.6482041356347346,-0.1418936287925091,-0.03349807015344844,0.25993102927603956,0.19568772203168144,0.2868678689659387
121,23,-0.5185636169344005,-0.1461982023290075,-0.02514697939367087,0.2591342014376467,0.26762044155821474,0.2589558064659133
121,24,-0.6381805194680695,-0.11599957609530644,-0.045737086156783624,0.2828543042874879,0.23710248096544406,0.24533055012855937
121,25,-0.6724515039014587,-0.10198196649587411,-0.04555811188213649,0.24551555005680686,0.12877355581386607,0.23472617821854333
121,26,-0.4823195340784985,-0.17384394220856472,0.017839580610647957,0.21276519467364616,0.10645653412613967,0.3269115900764972
121,27,-0.39711525953282895,-0.12664170417295142,0.012509741384965085,0.16185973744829402,-0.0634554235728264,0.2984645575094642
121,28,-0.6113678659682741,-0.12088345986231347,-0.01605927340285228,0.2597544949771687,0.16028795436659765,0.3006012962808894
