term_str,n,n_chars,p,i,h
commissioned,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
committed,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
common,52,6,0.0002539012909904103,11.943444648995982,0.003032456015252588
commonest,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
commonly,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
commonplace,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
commons,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
commonwealth,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
communicate,9,11,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
communicated,10,12,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
communicating,3,13,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
communication,18,13,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
communications,1,14,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
communicative,2,13,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
compact,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
companion,28,9,0.00013671607976406712,12.836529445079469,0.001754959983507281
companionableness,1,17,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
companions,13,10,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
company,66,7,0.0003222593308724439,11.59949024777862,0.0037380439657105765
comparative,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
comparatively,7,13,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
compare,7,7,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
compared,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
compares,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
comparing,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
comparison,19,10,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
comparisons,3,11,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
compass,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
compassion,25,10,0.00012206792836077421,13.00002817736235,0.0015868865082423133
compassionate,6,13,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
compatible,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
compelled,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
competence,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
complacency,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
complain,7,8,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
complained,4,10,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
complaining,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
complaint,7,9,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
complaints,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
complaisance,7,12,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
complete,17,8,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
completed,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
completely,25,10,0.00012206792836077421,13.00002817736235,0.0015868865082423133
completion,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
complexion,13,10,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
compliance,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
compliant,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
complicate,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
complicated,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
complication,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
compliment,10,10,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
compliments,13,11,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
component,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
composed,9,8,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
composedly,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
composition,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
composure,23,9,0.00011230249409191226,13.12032241108006,0.0014734449300543026
compound,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
compounded,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
comprehend,17,10,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
comprehended,4,12,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
comprehending,2,13,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
comprehensible,1,14,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
comprehension,5,13,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
comprehensive,2,13,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
compressed,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
comprise,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
comprised,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
compromise,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
compromising,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
compunction,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
conceal,10,7,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
concealed,11,9,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
concealing,6,10,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
concealment,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
concealments,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conceit,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
conceited,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
conceive,7,8,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
conceived,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
conceiving,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conception,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
concern,33,7,0.00016112966543622195,12.59949024777862,0.0020301516482915103
concerned,21,9,0.00010253705982305033,13.251566944358313,0.0013587767125228247
concerning,4,10,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
concerns,13,8,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
concert,20,7,9.765434268861937e-05,13.321956272249711,0.0013009468830930755
concerto,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
concession,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
concessions,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
conciliate,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conciliation,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
concise,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conclude,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
concluded,14,9,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
concluding,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
conclusion,10,10,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
conclusions,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
concurrence,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
concussion,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
condemnation,3,12,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
condemned,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
condemning,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
condescend,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
condescended,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
condescending,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
condition,13,9,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
conditioned,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conditions,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
condolence,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
conduct,56,7,0.00027343215952813424,11.836529445079469,0.0032364878074864277
conducted,5,9,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
conduit,7,7,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
confederacy,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confer,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conference,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
confess,23,7,0.00011230249409191226,13.12032241108006,0.0014734449300543026
confessed,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
confessedly,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confessing,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confession,6,10,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
confidante,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
confide,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confided,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confidence,42,10,0.00020507411964610067,12.251566944358313,0.0025124793053995487
confident,5,9,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
confidential,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
confiding,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confined,12,8,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
confinement,7,11,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
confirm,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
confirmation,4,12,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
confirmed,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
confirming,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
conflicts,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conform,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conforming,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conformity,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confound,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confounded,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confused,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
confusedly,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
confusion,14,9,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
congratulate,5,12,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
congratulated,2,13,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
congratulating,1,14,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
congratulations,2,15,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
conjectural,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
conjecture,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
conjectured,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
conjectures,4,11,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
conjecturing,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conjunctions,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conjure,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conjurer,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
connect,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
connected,11,9,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
connecting,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
connection,27,10,0.00013183336262963613,12.888996864973604,0.0016991997976323085
connections,7,11,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
connexion,10,9,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
connexions,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
conning,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
connoisseur,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
connoisseurship,1,15,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conquest,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
conquests,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
conscience,19,10,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
conscientious,2,13,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
conscientiously,1,15,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conscious,16,9,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
consciously,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
consciousness,26,13,0.00012695064549520516,12.943444648995982,0.001643178653121499
consent,19,7,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
consented,6,9,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
consequence,52,11,0.0002539012909904103,11.943444648995982,0.003032456015252588
consequences,4,12,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
consequent,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
consequently,10,12,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
consider,34,8,0.00016601238257065291,12.556421525886734,0.00208452145407389
considerable,22,12,0.0001074197769574813,13.184452748499776,0.0014162709735502973
considerably,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
considerate,4,11,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
considerately,2,13,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
consideration,18,13,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
considerations,2,14,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
considered,53,10,0.0002587840081248413,11.915963912573874,0.0030836609019668335
considering,18,11,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
considers,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
consigned,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
consisted,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
consistency,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
consistent,4,10,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
consists,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
consolation,18,11,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
consoled,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
consoling,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conspicuous,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
conspired,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
constancy,10,9,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
constant,32,8,0.00015624694830179098,12.643884367137073,0.0019755683470458895
constantia,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
constantly,6,10,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
consternation,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
constitution,3,12,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
constitutional,1,14,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
constrained,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
